avis,texte_clean,sentiment,label,application,note
La nouvelle application offre une meilleure ergonomie et les différentes fonctionnalités sont plus visibles..j'aime bien,la nouvelle application offre une meilleure ergonomie et les différentes fonctionnalités sont plus visibles.j'aime bien,positive,2,Attijari Mobile,4
facilement et sécurisée,facilement et sécurisée,positive,2,Attijari Mobile,5
Grand banc service vip rien à dire chapeau,grand banc service vip rien à dire chapeau,positive,2,BMCE Direct,5
"Est-il raisonnable que le prix du diesel augmente partout dans le monde et que vous refusiez de l'augmenter d'au moins 5 dirhams par kilomètre ? Existe-t-il une application aussi malveillante que la vôtre ? Franchement, vous devriez y réfléchir sérieusement.","est-il raisonnable que le prix du diesel augmente partout dans le monde et que vous refusiez de l'augmenter d'au moins dirhams par kilomètre ? existe-t-il une application aussi malveillante que la vôtre ? franchement, vous devriez y réfléchir sérieusement.",negative,0,inDriver,1
dégueulace prend beaucoup de temps à se préparer je ne le conseillerais jamais ajoute beaucoup d'argent à votre montant réel 😡😡🤬🤬😤😤 !!,dégueulace prend beaucoup de temps à se préparer je ne le conseillerais jamais ajoute beaucoup d'argent à votre montant réel !,negative,0,Glovo,1
je peux pas faire la mise a jour l'appl suite la compatiblité merci de maider o bien trouver une solution pour que je puisse installer update . pas de nouvelle a propos cette mise a jour,je peux pas faire la mise a jour l'appl suite la compatiblité merci de maider o bien trouver une solution pour que je puisse installer update . pas de nouvelle a propos cette mise a jour,negative,0,Attijari Mobile,2
on peut faire encore mieux,on peut faire encore mieux,neutral,1,Avito,3
Le meilleur service,le meilleur service,positive,2,Glovo,5
très bien un conducteur poli,très bien un conducteur poli,positive,2,inDriver,5
"il faut travailler plus sur les guichets , on soufre ici à DAKHLA","il faut travailler plus sur les guichets , on soufre ici à dakhla",positive,2,Attijari Mobile,5
le payement est effectué,le payement est effectué,positive,2,Jumia,5
Application très utile est professionnelle,application très utile est professionnelle,positive,2,Avito,5
Merci pour votre réactivité et votre réponse rapide ❤️,merci pour votre réactivité et votre réponse rapide,positive,2,Yassir,5
Très mauvaise application 😡,très mauvaise application,negative,0,Orange Money MA,1
Bonjour. Tout était parfait. Les fleurs sont arrivées à temps. Service rapide et excellent. Le livreur était poli et souriant. J'ai beaucoup apprécié le service. Merci.,bonjour. tout était parfait. les fleurs sont arrivées à temps. service rapide et excellent. le livreur était poli et souriant. j'ai beaucoup apprécié le service. merci.,positive,2,Glovo,5
Service dégradant pr la prestigieuse banq (d'Afrique).. Encore et tjrs ce blocage d'accèder au compte mm si l'identifiant et le mot de passe sont correctes..,service dégradant pr la prestigieuse banq d'afrique . encore et tjrs ce blocage d'accèder au compte mm si l'identifiant et le mot de passe sont correctes.,negative,0,BMCE Direct,1
toujours problème de chargent peut le code par empreinte ou code personnel,toujours problème de chargent peut le code par empreinte ou code personnel,negative,0,Attijari Mobile,1
toujours fonctionnel avec attrbution du nouveau MDP egence (peu pratique si on est pressee,toujours fonctionnel avec attrbution du nouveau mdp egence peu pratique si on est pressee,positive,2,BMCE Direct,5
2 x que le livreur ce trompé d adresse heureusement qu.il y a le tel raison pour laquelle je préfère payer a la livraison,x que le livreur ce trompé d adresse heureusement qu.il y a le tel raison pour laquelle je préfère payer a la livraison,neutral,1,Glovo,3
elle est trop cool pour passer des commandes mais il n'y a pas de bonus,elle est trop cool pour passer des commandes mais il n'y a pas de bonus,positive,2,Jumia,5
je n'arrive pas à me connecter 11 février 2026,je n'arrive pas à me connecter février,negative,0,BMCE Direct,1
j'ai un problème pour l'accès à l'application par empreinte digitale,j'ai un problème pour l'accès à l'application par empreinte digitale,neutral,1,My inwi,3
localisation ne pas précisé juste,localisation ne pas précisé juste,negative,0,inDriver,2
Très utiles Et efficace,très utiles et efficace,positive,2,Avito,5
application ne marche plus depuis hier,application ne marche plus depuis hier,negative,0,Attijari Mobile,1
Application nulle ça marche pas. S'identifier pour mille fois et rien ne marche,application nulle ça marche pas. s'identifier pour mille fois et rien ne marche,negative,0,Marjane,1
Problème de inscription,problème de inscription,negative,0,BMCE Direct,1
Merci glovo .mai en n'obtient pas des code promo ou des cadeaux.rien de nouveau ou spécial,merci glovo .mai en n'obtient pas des code promo ou des cadeaux.rien de nouveau ou spécial,positive,2,Glovo,5
très rapide j'ai passer une commande les minutes qui suivent j'ai reçu ma commande je suis satisfait 🤗,très rapide j'ai passer une commande les minutes qui suivent j'ai reçu ma commande je suis satisfait,positive,2,Glovo,5
inwi c'est le top,inwi c'est le top,positive,2,My inwi,5
vous êtes efficaces,vous êtes efficaces,positive,2,inDriver,4
il est bien mais des fois il accepte une course automatiquement ce qui cause un conflit entre le conducteur et le client,il est bien mais des fois il accepte une course automatiquement ce qui cause un conflit entre le conducteur et le client,neutral,1,Yassir,3
adéquat et au niveau des usagers,adéquat et au niveau des usagers,positive,2,BMCE Direct,5
C’est vraiment une magnifique idée de faire cette application Marjane Mall vraiment magnifique j'ai adoré c'était idée car malheureusement je trouve des difficultés pour me déplacer à chaque fois je veux quelque chose c'es vraiment adorable cette idée je vous insiste de utiliser cette application merci,c est vraiment une magnifique idée de faire cette application marjane mall vraiment magnifique j'ai adoré c'était idée car malheureusement je trouve des difficultés pour me déplacer à chaque fois je veux quelque chose c'es vraiment adorable cette idée je vous insiste de utiliser cette application merci,positive,2,Marjane,5
C'est bien jumia,c'est bien jumia,positive,2,Jumia,5
Service nulle Pour tirer l'argent tu dois aller à plusieurs agences,service nulle pour tirer l'argent tu dois aller à plusieurs agences,negative,0,Orange Money MA,1
Grase a cette application le suivi est très facile,grase a cette application le suivi est très facile,negative,0,BMCE Direct,1
grosse amélioration dans la qualité de service offerte par Jumia. grand bravo,grosse amélioration dans la qualité de service offerte par jumia. grand bravo,positive,2,Jumia,4
La nouvelle version est trop nul ... on s'y perds et les mises à jour des paiements ne se font pas à temps réel.... les opérations à venir et leurs détails ont disparus... c'est frustrant.,la nouvelle version est trop nul . on s'y perds et les mises à jour des paiements ne se font pas à temps réel. les opérations à venir et leurs détails ont disparus. c'est frustrant.,negative,0,BMCE Direct,1
beaucoup de pub,beaucoup de pub,positive,2,Attijari Mobile,4
je la trouve très bien,je la trouve très bien,positive,2,Yassir,5
mon espérance avec in drive est très tres bon bon,mon espérance avec in drive est très tres bon bon,positive,2,inDriver,5
"Effectivement, l'application ne s'ouvre tjrs pas","effectivement, l'application ne s'ouvre tjrs pas",negative,0,Marjane,1
"Vraiment, cette application a été au top. Mais dernièrement, on ne retrouve plus l’objectif principal de l’application. Ce sont les chauffeurs qui décident du prix de la course, alors que normalement, le but de cette application est d’avoir une course au prix le plus bas possible. Malheureusement, ces derniers jours, nous sommes obligés d’augmenter le prix pour pouvoir obtenir une course. Oui, cette application nous a beaucoup aidés et elle est vraiment excellente, mais ces derniers changements","vraiment, cette application a été au top. mais dernièrement, on ne retrouve plus l objectif principal de l application. ce sont les chauffeurs qui décident du prix de la course, alors que normalement, le but de cette application est d avoir une course au prix le plus bas possible. malheureusement, ces derniers jours, nous sommes obligés d augmenter le prix pour pouvoir obtenir une course. oui, cette application nous a beaucoup aidés et elle est vraiment excellente, mais ces derniers changements",negative,0,inDriver,2
"Généralement, elle est bien, mais j'ai vécu une mauvaise expérience hier avec un chauffeur impoli, arrivé accompagné d’un autre passager. Il a demandé qu’on lui donne plus d’argent, et la voiture n’était pas la même que celle enregistrée sur l’application. Ce problème de voitures est fréquent!!!","généralement, elle est bien, mais j'ai vécu une mauvaise expérience hier avec un chauffeur impoli, arrivé accompagné d un autre passager. il a demandé qu on lui donne plus d argent, et la voiture n était pas la même que celle enregistrée sur l application. ce problème de voitures est fréquent!",neutral,1,inDriver,3
L'application Cash Plus est bien meilleure que l'application CIH Bank.,l'application cash plus est bien meilleure que l'application cih bank.,negative,0,CIH Mobile,1
"j’ai acheté pour plus de 4000 F cfa de produits sur la plate-forme, ils n’ont pas respecté ma commande, ils ont remplacé sans meme me prévenir ce que j’avais commandé, m’ont donné des saucissons inconsommables, des arachides vieux de combien d’années ! je vous déconseille vivement cette application ! ils ne sont meme pas fichus de vérifier si les produits reçus sont ceux commandés !","j ai acheté pour plus de f cfa de produits sur la plate-forme, ils n ont pas respecté ma commande, ils ont remplacé sans meme me prévenir ce que j avais commandé, m ont donné des saucissons inconsommables, des arachides vieux de combien d années ! je vous déconseille vivement cette application ! ils ne sont meme pas fichus de vérifier si les produits reçus sont ceux commandés !",negative,0,Glovo,1
"je ne peut plus ouvrir l'appli, on me demande de la mettre a jour, j'essaie un millier de fois, et après je découvre que mon appareil n'est plus compatible avec cette appli et tout cela sans être avisé, vous traiter vos clients comme s'ils vous sont redevable, c'est du n'importe quoi.","je ne peut plus ouvrir l'appli, on me demande de la mettre a jour, j'essaie un millier de fois, et après je découvre que mon appareil n'est plus compatible avec cette appli et tout cela sans être avisé, vous traiter vos clients comme s'ils vous sont redevable, c'est du n'importe quoi.",negative,0,Attijari Mobile,1
