application,categorie,note,sentiment,avis,date_avis,likes
Attijari Mobile,Banque,1,negative,"Je me permets de vous adresser cette réclamation suite à l’impossibilité de télécharger et d’installer l’application Attijari Mobile sur mon téléphone récent. Il s’agit d’un Redmi 14 Pro Plus 5G, téléphone acheté en 2026, fonctionnant parfaitement et compatible avec l’ensemble des applications bancaires et administratives, à l’exception de la vôtre, ce qui est à la fois surprenant et profondément regrettable. j'ai contacté le service de réclamation et le service des clients résultats zéro",2026-02-06 23:57:37,2
Attijari Mobile,Banque,1,negative,virement payant . je trouve ce la scandaleux pour un compte payant.,2026-02-03 12:29:47,1
Attijari Mobile,Banque,1,negative,A quand cette version sur appgallery Huawei ? Parce que la version disponible sur appgallery à plein de rubriques qui ne fonctionne pas (la notification...),2026-02-02 16:32:39,1
Attijari Mobile,Banque,1,negative,malheureusemet il ya un problem de paiement des factures eau et electricite ?,2026-02-01 22:56:27,0
Attijari Mobile,Banque,1,negative,أسوء خدمات واقتطاعات خيالية .للاسف تجربة وإختيار لا أنصح به 💩,2026-01-30 03:27:06,1
Attijari Mobile,Banque,1,negative,Bonjour j'ai pas les service Google play sur mon téléphone y'a pas de solution pour se problème ???? MERCI DAVANCE,2026-01-28 22:23:17,0
Attijari Mobile,Banque,1,negative,problème de coordination entre les agences sur prblm d application,2026-01-22 20:07:13,0
Attijari Mobile,Banque,1,negative,"mise à jour nécessaire, impossible d'effectuer des virements en utilisant le code pin ou l'empreinte. il faut absolument le code otp SMS.",2026-01-17 10:34:07,8
Attijari Mobile,Banque,1,negative,قمت بتحويل من التطبيق الى تطبيق جيبي لكن لم اتوصل بالمبلغ رغم انه اقتطع من الرصيد البنكي،منذ اكثر من شهر الان في كل مرة اتلقى عذرا اقبح من الزلة من مسؤولي التواصل،حتى ان الرسائل الالكترونية لا مجيب,2026-01-16 12:23:49,0
Attijari Mobile,Banque,1,negative,une application remplie de bugs juste pour la création de compte je suis bloqué a cause d'une erreur technique et le service client ne répond pas a mes demandes,2025-12-31 14:18:27,0
Attijari Mobile,Banque,1,negative,"4 mois que je n'ai pas accès à cette application en ligne malgré mais allers et venus dans mon agence où l'on me prend pour un imbécile. Ma réclamation a été accusé de réception et depuis, rien... Je déconseille fortement cette banque au delà de leurs applications.",2025-12-27 14:41:55,6
Attijari Mobile,Banque,1,negative,impossible de se connecter malgré identifiant et mot de passe correct franchement et honnêtement 0 étoile,2025-12-24 18:07:39,2
Attijari Mobile,Banque,1,negative,التحديثات الكتيرة لم أعد أستطيع إستعمال التطبيق بسببها ،هل يجب علي أن أغير الهاتف مع كل تحديثان أو أكتر لا يمكنني ذلك .هذا المشكل يدفعني لتغير البنك ،لأنه كل شيء أصبح أسوء من خدمة العملاء للإقتطاعات الغير مفهومة والغير مبررة التطبيق الذي أصبح أسوء,2025-12-23 17:17:40,0
Attijari Mobile,Banque,1,negative,حرام,2025-12-19 16:24:59,0
Attijari Mobile,Banque,1,negative,"Depuis un certain temps, il n’est plus possible de télécharger ou d’afficher le relevé bancaire. Lors de la tentative, un message indique que l’application ne dispose pas de l’autorisation d’accès au stockage (permissions nécessaires non accordées), alors qu’aucune option permettant d’activer cette permission n’est disponible ni dans l’application ni dans les paramètres Android. Ce dysfonctionnement empêche totalement le téléchargement des documents. 🤔",2025-12-18 09:39:15,16
Attijari Mobile,Banque,1,negative,أسوء بنك تعاملت معاه ، لا يوجد رقم لخدمة عملاء في الشرق الأوسط ، لا رد على الايميلات و لا رد على الرقم الأرضي الوحيد الظاهر بالتطبيق ،خدمة 0,2025-12-17 05:07:54,0
Attijari Mobile,Banque,1,negative,pour quoi oublient les appareils enceintes,2025-12-11 23:17:51,0
Attijari Mobile,Banque,1,negative,une montagne de bugs en série : inutile,2025-12-10 17:56:05,0
Attijari Mobile,Banque,1,negative,"ce message est apparu.''votre appareil n'est pas compatible avec cette version'', et en plus quand j'écris le nom de l'App (attijari mobile) que je veulu installer dans play store, et clic sur rechercher, le nom n'est pas trouvé. c'est quoi le pblm?",2025-12-09 18:36:06,0
Attijari Mobile,Banque,1,negative,"vous envoyez plusieurs ""activer secure...."" et ça ne marche pas chaque fois vous exigez le code sans prendre en compte l'empreinte digitale",2025-12-06 12:36:47,0
Attijari Mobile,Banque,1,negative,أفكر في قفل الحساب لأن هناك إقتطاعات كثيرة بدون مبرر,2025-12-05 20:54:23,0
Attijari Mobile,Banque,1,negative,il faut revoir l'option des virements,2025-12-05 17:58:10,0
Attijari Mobile,Banque,1,negative,J arrive pas a activer attijari secure l application bug et s arrete automatiquement apres choisir l optio. de prendre photo de la carte national,2025-12-04 14:08:32,0
Attijari Mobile,Banque,1,negative,"Je regrette presque d'avoir ouvert un compte chez, je suis déjà prêt à clôturer. Catastrophique pour ce connecter à l'appli, même les infos transmises par le service client au client sont erroné.",2025-12-03 16:26:34,5
Attijari Mobile,Banque,1,negative,"bonjour l'application est bonne quand on y a accès ! L'énorme POINT FAIBLE est l' identifiant par sms.. quand on se déplace a l' étranger avec 2 numéros différents de tel c'est impossible. faire changer le numéro en agence cela ne fonctionne jamais, quant au sce technique il repond pas, je pense qu'ils sont en vacances toute l'année. bref coincé depuis 3 semaines sans accès, je travaille avec une autre banque",2025-12-02 08:20:36,4
Attijari Mobile,Banque,1,negative,"Depuis la dernière mise à jour, l’application ne fonctionne plus sur mon téléphone. Pourtant, mon appareil OnePlus est récent. Sur le Play Store, il apparaît le message : “Votre appareil n’est pas compatible avec cette version”.",2025-11-28 13:58:17,1
Attijari Mobile,Banque,1,negative,"bonjour,,, j'ai changé de smartphone et l' application attijari mobile n'est pas disponible sur le play store...on y retrouve attijari up, Mauritanie etc.... je suis avec un Redmi 15c sous Android... pourriez vous me renseigner ? merci.",2025-11-27 13:40:11,1
Attijari Mobile,Banque,1,negative,L'application se bloque et se ferme dès que j'essaie d'effectuer une simulation de crédit. Merci de corriger ce problème au plus vite,2025-11-26 01:32:10,4
Attijari Mobile,Banque,1,negative,appareil incompatible sur google play avec le redmi 13c qui na pas a se plaindre android 14 . j ai changé de telephone et du coup je ne peux plus l utiliser j ai tout essayé dommage pour une appli BANCAIRE sensée fonctionner pour TOUS le monde. on se retrouve exclu. si je dois acheter un autre tel juste pour y acceder merci de me contacter je vous donnerai le rib pour me le financer. c'est absurde. d'une mre coincée qui ne peut plus subvenir aux besoin de sa famille au maroc. a bon entendeur,2025-11-08 08:25:32,2
Attijari Mobile,Banque,1,negative,Bonjour merci de faire le mise a jour de l'application sur appgallery pour huawei est merci.,2025-11-07 19:48:13,0
Attijari Mobile,Banque,1,negative,Très déçu du service Attijariwafa Bank. Mon compte est indiqué comme “en cours de clôture” sans aucun avis ou notification de la banque. Aucune transparence ni communication — une expérience vraiment déplorable pour une grande banque comme celle-ci.,2025-10-28 14:30:09,6
Attijari Mobile,Banque,1,negative,لا علاقة,2025-10-26 11:05:56,0
Attijari Mobile,Banque,1,negative,ok,2025-10-25 17:12:32,0
Attijari Mobile,Banque,1,negative,تطبيق جميل جدا يسهل كل العمليات,2025-10-18 17:56:13,0
Attijari Mobile,Banque,1,negative,"bonjour, je trouve une difficulté d'installer l'application sur mon nouveau téléphone, un message s'affiche sur play store : l'application est déjà installé sur un autre appareil, que dois je faire ?",2025-10-14 17:39:07,3
Attijari Mobile,Banque,1,negative,j'ai changé de téléphone du coup l'application est plus compatible avec ma version à savoir que j'ai un téléphone plus récent.,2025-10-14 15:27:35,1
Attijari Mobile,Banque,1,negative,j arrive pas a envoyer des reclamations ni receoire des reponses apres la mauvaise surprise apres des prelevements et que l agence nous a active 4 assurance sans qu on le sache des contrats avec numero jamais signe de notre part reclamation envoyee aucune reponse l application se bloque et tourne service client nul une banque a fuire surtout pour MREils profitent qu on ne peut pas aller pour fermer le contrat et tirer notre argent lapplication n aide pas a fuire,2025-10-10 23:45:54,6
Attijari Mobile,Banque,1,negative,"ça bug trop souvent edit pour répondre au développeur ; les SMS nécessaires pour les virements n'arrive pas, les réponses aux messages envoyés non plus. pourtant c'est primordial",2025-10-10 20:03:31,1
Attijari Mobile,Banque,1,negative,"Mauvaise expérience avec le blocage récurrent de la rubrique de réclamations, du délai de traitement de ces dernières et également des retours standardisés sur la partie des messages (demande d'information,...)",2025-10-08 22:59:54,2
Attijari Mobile,Banque,1,negative,service de réclamation,2025-10-07 13:14:33,0
Attijari Mobile,Banque,1,negative,"nul, bogues, trop de messages intrusifs, mal pensé",2025-10-06 09:37:39,0
Attijari Mobile,Banque,1,negative,للاسف رجعتو تفرضوا علينا بطاقة الصراف الالي carte guichet ومدراء الوكالات كيديروها لينا بدون موافقتنا. الشيء لي خلاني نغادر هاد البنك العريق,2025-09-19 13:23:55,0
Attijari Mobile,Banque,1,negative,Très mauvais traitement...rien à voir avec ça,2025-09-16 15:43:15,0
Attijari Mobile,Banque,1,negative,"La rubrique ""Aide & Support"" est complètement inutile et n'apporte strictement aucune aide ni support. Carte bloquée pour paiement en ligne et tpe à l'étranger ce qui me crée de graves soucis, on se permet de clôturer la réclamation sans aucune espèce d'explication ou de résolution. Un conseil ne comptez surtout JAMAIS sur une carte bancaire d'attijari à l'étranger au risque de vous trouver dans un embarras sans précédent. 0 prise en charge 0 service client. 1 * c'est généreusement noté !",2025-09-15 10:36:43,0
Attijari Mobile,Banque,1,negative,"Après la dernière mise a jour l'application s'éteint directement si je vois d'autre chose dans le tele mar exemple si jaille pour coupier un rib et ka coller dans lapplication il s'éteint dans un moin second ,c'est la premiere fois que je trouve sa dans attijari svp essayer de faire un update pour combler ce probleme génant",2025-09-14 21:18:00,0
Attijari Mobile,Banque,1,negative,أكتر بنك فيه الاختلاسات وكتير الاقتطاعات كل شهر حسبي الله ونعم الوكيل فيهم,2025-09-14 12:53:13,0
Attijari Mobile,Banque,1,negative,application n'est pas compatible avec téléphone VIVO,2025-09-13 12:32:17,0
Attijari Mobile,Banque,1,negative,"Application tout à fait nulle ! il faut aller à l'agence à chaque fois pour faire les opérations et bénéficier des services, qui doivent être réglé en ligne. l'application ne fait rien sauf donner un message d'erreur !",2025-09-12 18:43:23,3
Attijari Mobile,Banque,1,negative,ça ne fonctionne pas cette version avec Mon téléphone 👎👎👎,2025-09-11 20:26:15,0
Attijari Mobile,Banque,1,negative,pa mal,2025-09-08 19:39:34,0
Attijari Mobile,Banque,1,negative,difficulté d'opération,2025-09-05 02:27:49,0
Attijari Mobile,Banque,1,negative,bad,2025-09-04 11:09:54,0
Attijari Mobile,Banque,1,negative,اتوصل بعدة اشعارات كل مرة بخصوص عملية واحدة هذا امر مزعج,2025-09-01 14:18:06,0
Attijari Mobile,Banque,1,negative,⚠️ Attention. Alerte urgente. L'application attijari mobile est facile à pirater. J'ai été victime d'un virement frauduleux depuis mon compte attijari net sans que je ne sois l'auteur de cette transaction frauduleuse d'un grand montant. J'ai effectué toutes les démarches nécessaires avec la banque immédiatement en signalant la fraude néanmoins je n'ai pas été indemnisé du montant débité de mon compte via un pirateur bancarisé aussi Attijari. Système d'information Attijari sujet de défaillance.,2025-08-29 10:58:58,1
